Y,X11_date,X1_G,X2_OG,X3_W,X4_OW,X5_L,X6_OL,X7_S,X8_OS,X9_D,X10_Sta,C1_DFri,C1_DSat,C1_DSun,C2_East,C3_OEast,C4_DATL,C4_DNW,C4_DP,C4_DSE,C4_DSW,C5_ODATL,C5_ODNW,C5_ODP,C5_ODSE,C5_ODSW
17380,53,26,28,11,20,14,7,2,4,2673,20356,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
19060,57,30,29,21,23,8,5,1,5,1358,19060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
19712,57,30,32,9,11,20,20,-3,-2,2732,19600,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
19812,57,29,31,15,13,13,17,1,1,1074,19812,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
17732,57,28,30,7,25,20,4,-3,5,2909,17732,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
17577,57,31,29,15,16,15,12,-1,3,939,17923,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
15921,58,28,29,13,13,14,15,-2,1,795,18717,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
20562,58,28,29,21,7,6,21,3,-4,464,20562,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
18624,58,30,30,17,17,12,12,4,1,1675,18624,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
19060,58,31,30,22,8,8,21,2,1,1438,19060,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
17454,58,32,31,19,22,12,8,1,1,570,18119,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19249,58,30,29,16,14,13,14,2,-1,718,19077,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
19911,58,31,29,18,20,12,8,-2,2,1903,18303,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
18846,58,32,33,13,11,18,21,-1,-3,2508,18846,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
13823,58,30,30,12,14,17,15,-1,-1,1400,19155,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
16322,58,32,31,10,10,21,20,-1,1,863,16867,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
21012,58,32,31,14,26,17,4,-4,6,2420,22076,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16535,58,30,29,8,7,21,21,-4,-1,2346,18422,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
13288,58,29,30,9,12,19,17,2,2,1880,19356,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
19393,58,32,30,13,23,18,6,-4,-1,2075,19980,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20562,60,29,32,22,27,6,4,4,7,2460,20562,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
19812,60,30,31,16,17,13,13,2,-1,214,19812,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
18997,60,34,32,11,22,22,9,-4,-1,0,18997,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
18428,60,31,30,24,14,6,15,1,-2,1240,18418,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
18203,60,31,30,18,9,12,20,2,-1,789,18203,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
20562,64,31,33,23,19,7,13,-1,2,641,20562,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
18119,64,35,33,20,20,14,12,-2,4,467,18119,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19471,64,33,33,18,10,14,22,1,-2,785,19077,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
19911,64,33,31,19,7,13,23,1,-3,2147,18303,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
18997,64,36,33,12,9,23,23,-1,-2,1438,18997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18055,64,33,32,9,22,23,9,-2,-1,2214,18422,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
18624,65,34,34,19,10,14,23,-1,-3,1489,18624,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
19009,65,33,35,16,15,16,19,1,-1,752,18118,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
13619,65,33,32,14,7,18,24,2,-4,1731,19155,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
17923,65,34,33,15,16,18,16,-4,2,188,17923,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
18124,65,35,32,13,16,21,15,3,-2,1307,16867,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
18055,65,34,35,24,22,9,12,2,-4,1549,18055,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
18418,65,33,35,26,14,6,20,3,1,2075,18418,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
17779,65,33,31,10,15,22,15,-1,1,337,19356,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
19596,65,34,34,28,10,5,23,1,1,1726,19596,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16461,65,32,32,15,8,16,23,2,-1,229,20356,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
21838,66,34,32,16,15,17,16,-1,-1,93,20917,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
19519,66,34,32,19,24,14,7,2,1,515,19077,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
19911,66,34,34,20,10,13,23,2,1,660,18303,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
17608,66,33,36,14,21,18,14,-1,1,2093,17608,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
18055,66,35,33,25,16,9,16,3,-3,1630,18055,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
18203,66,34,36,20,22,13,13,-1,-5,1331,18203,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
18088,67,34,34,17,27,16,6,2,4,984,18118,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
19844,67,35,36,10,15,24,20,-4,-2,1414,19600,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
18997,67,37,33,12,22,24,10,-2,-2,2522,18997,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
17530,67,35,35,16,15,18,19,1,-1,970,17923,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
15804,67,34,36,11,14,22,21,1,-1,1729,19356,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
19570,71,36,37,11,11,24,25,1,1,1064,19200,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14391,71,36,36,14,28,21,7,-3,1,937,19155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16421,71,37,34,18,8,18,25,3,-3,731,17923,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
15003,71,37,36,14,19,22,16,-1,4,471,16867,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
13723,71,38,37,16,20,21,16,-1,1,638,22076,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
19800,71,35,37,23,22,11,14,-1,-1,1092,19800,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
18055,71,37,37,27,21,9,15,5,-2,446,18055,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19403,71,38,39,15,13,22,25,-1,1,967,19980,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18717,72,35,36,18,16,16,19,3,-6,883,18717,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
18624,72,36,34,21,9,14,24,2,2,313,18624,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17608,72,36,39,15,24,20,14,-1,2,390,17608,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18997,72,40,38,13,11,26,26,-1,1,2733,18997,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
19272,72,38,38,16,28,21,9,-1,6,962,18846,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
17732,72,35,35,8,26,26,8,-4,-1,464,17732,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
19596,72,37,39,31,22,5,16,4,-2,2077,19596,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18686,72,35,36,16,11,18,24,-2,-2,1109,20356,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
21195,73,37,36,18,24,18,11,2,1,521,20917,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
18624,73,37,38,22,14,14,23,3,-2,1524,18624,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
19655,73,37,37,11,20,25,16,-1,5,784,19200,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
17367,73,38,37,19,17,18,19,4,1,714,17923,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
18418,73,37,38,29,20,7,17,2,-1,984,18418,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
18203,73,38,37,21,14,16,22,-3,-4,679,18203,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
13945,73,37,38,11,22,25,15,-3,-2,1235,19356,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
15311,74,36,36,18,17,17,18,-1,1,795,18717,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
19060,74,40,39,25,11,14,27,3,-1,2733,19060,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
16112,74,40,39,23,23,16,15,1,1,1527,18119,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
17608,74,37,38,15,31,21,6,-2,-1,91,17608,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
18997,74,41,39,14,16,26,22,1,-2,2510,18997,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
16123,74,36,35,8,9,27,25,-5,-1,101,17732,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
19800,74,37,39,24,29,12,9,-1,7,1568,19800,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
18055,74,38,36,12,27,25,8,2,1,2014,18422,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
13506,74,39,39,16,17,22,21,1,1,2407,19980,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
19812,78,40,40,17,19,22,20,-3,-2,793,19812,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
14352,78,38,40,8,15,29,24,-7,1,1311,17732,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
18689,78,38,39,14,20,23,18,-5,5,1083,19155,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
18418,78,39,43,30,15,8,27,-1,-1,1359,18418,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
19874,78,39,39,12,11,26,27,-1,-3,1064,18422,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
19596,78,40,41,33,18,6,22,2,-1,2408,19596,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
17483,79,38,41,19,11,18,29,1,-3,1475,18717,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
18216,79,39,40,22,24,16,15,7,1,1074,18118,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
19911,79,41,42,24,18,16,23,1,-2,1675,18303,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
17608,79,39,39,16,28,22,10,1,-2,2375,17608,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
19800,79,39,39,25,8,13,30,1,-8,493,19800,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
18055,79,42,42,31,24,10,17,-1,-1,570,18055,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18215,79,37,40,11,20,25,19,2,-3,531,20328,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
16644,79,40,41,13,24,26,16,2,3,789,19356,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
19344,79,42,41,18,16,23,24,2,-4,3032,19980,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
21916,80,41,41,19,16,21,24,-3,2,927,20917,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
19060,80,42,44,27,15,14,28,5,-2,0,19060,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
19911,80,42,42,25,17,16,24,2,1,2309,18303,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
20532,80,40,40,12,31,27,8,-2,1,985,18422,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
17880,80,39,38,19,12,19,25,-1,3,135,20356,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
18119,81,43,42,25,20,17,21,1,1,536,18119,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
14231,81,40,39,22,20,17,18,-1,2,813,18118,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
17608,81,40,42,16,24,23,17,-1,-1,1621,17608,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
18997,81,45,43,15,18,29,24,-3,-3,2294,18997,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
19655,81,40,41,12,14,27,26,1,3,990,19200,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
17732,81,40,43,8,31,31,11,-9,-2,1634,17732,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
19800,81,40,41,26,18,13,22,2,1,792,19800,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
20562,85,41,42,29,13,11,28,-1,-1,2014,20562,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19060,85,44,43,29,14,14,28,7,-2,1928,19060,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19600,85,43,42,12,14,30,27,1,3,1310,19600,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
19812,85,44,42,19,22,24,19,1,3,227,19812,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
18418,85,42,41,32,17,9,23,1,3,935,18418,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16991,86,45,42,25,16,19,25,-2,-3,2088,18119,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16328,86,43,44,24,21,18,22,-1,-1,717,18118,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
18378,86,43,43,21,28,21,14,1,-1,759,19077,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
18997,86,47,42,15,22,31,19,-5,2,2069,18997,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
19307,86,45,42,17,20,27,21,-3,-3,1252,18846,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
19421,86,43,44,14,27,28,16,-1,4,1241,19200,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
17004,86,44,42,17,8,26,33,1,-11,1313,16867,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
18055,86,46,43,33,36,12,6,1,5,1911,18055,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
19476,86,41,45,14,18,26,26,2,-3,2867,20328,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
21606,87,45,43,21,16,23,26,-2,-4,2045,20917,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
20562,87,42,43,30,33,11,9,1,2,1451,20562,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
18624,87,43,46,26,18,16,27,-1,-4,3086,18624,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
18119,87,46,47,26,33,19,13,1,-1,570,18119,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
15116,87,44,42,25,15,18,26,1,3,769,18118,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
19600,87,44,43,13,20,30,22,2,-4,1475,19600,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
18583,87,44,43,22,9,21,33,2,1,627,19077,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
19911,87,45,43,28,22,16,20,5,-1,1543,18303,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
19812,87,45,43,19,13,25,29,-1,-2,2410,19812,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
16056,87,42,45,17,29,24,15,-1,-1,1020,19155,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
18231,87,45,43,20,23,24,19,2,4,565,22076,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
18846,88,46,44,18,37,27,6,1,6,2871,18846,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
19484,88,44,48,14,16,29,31,-2,1,1438,19200,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
19800,88,44,44,28,14,15,29,-2,1,2243.3,19800,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
12788,88,44,43,15,18,28,24,1,1,913,19356,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
19911,92,48,50,29,16,18,33,-2,-2,693,18303,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12231,92,45,46,19,15,25,30,1,-1,820,19155,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18203,92,47,46,27,16,19,29,2,2,205,18203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
14862,92,46,45,17,22,28,22,3,-3,592,19356,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
22082,93,48,47,23,16,24,30,-1,5,1378,20917,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
20562,93,45,46,30,9,14,36,-3,-3,472,20562,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
18624,93,46,48,27,18,18,29,1,-2,1286,18624,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
16968,93,47,46,27,25,19,20,1,2,637,18118,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0
19812,93,48,47,20,23,27,23,-1,-2,628,19812,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
17522,93,46,46,23,18,22,27,1,2,2191,17923,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
17757,93,47,46,18,36,28,9,-1,5,537,16867,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19800,93,47,46,28,21,18,24,-5,-1,618.3,19800,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
20588,93,45,50,17,34,27,15,2,-2,1540,20328,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
19558,93,48,48,20,27,27,20,2,1,2246,19980,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18717,94,47,47,21,28,25,18,-2,2,1075,18717,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
19600,94,48,47,17,21,30,25,6,-1,1414,19600,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
18597,94,48,47,23,18,24,28,-3,-1,2683,19077,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
19911,94,49,49,30,27,18,21,1,-1,1524,18303,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
18055,94,47,46,15,20,31,25,-2,2,864,18422,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
14798,94,47,47,17,9,29,37,-1,-4,1207,19356,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
19596,94,47,48,39,30,7,17,1,-1,368,19596,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
21606,95,49,46,23,17,25,28,-2,-1,765,20917,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
20562,95,46,48,31,28,14,19,1,3,1055,20562,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
13643,95,48,49,27,21,20,27,-1,1,863,18118,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
17923,95,47,51,24,35,22,15,2,1,1016,17923,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
16779,95,48,47,19,26,28,20,1,3,1090,16867,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
19800,95,48,49,29,18,18,30,1,-3,1280.1,19800,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
18418,95,47,47,36,16,10,30,-1,-1,271,18418,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
19393,95,49,48,21,40,27,7,3,2,636,19980,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
19385,99,50,50,31,42,18,7,1,4,365,19060,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
15602,99,53,50,36,28,16,21,1,-1,793,18055,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
18418,99,49,49,37,18,11,30,1,-1,1731,18418,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
16473,99,49,52,28,17,20,34,5,1,2673,20356,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
18624,100,50,53,31,17,18,35,5,-1,2987,18624,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
17608,100,50,50,19,15,30,34,-2,-5,756,17608,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17141,100,52,51,19,30,32,20,-2,-1,1280,18846,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
14557,100,50,49,9,26,40,22,-7,4,728,17732,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
18792,100,49,49,21,21,27,27,-2,-4,1044,19155,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16934,100,50,50,22,19,27,30,1,-1,720,22076,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18055,100,54,51,36,25,17,25,-1,2,1084,18055,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18203,100,51,52,28,30,22,21,-3,3,467,18203,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19393,100,51,50,22,19,28,30,1,3,2035,19980,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16691,101,51,53,29,20,21,32,1,1,439,18118,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
19754,101,51,50,20,18,30,31,9,-2,1182,19600,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
19911,101,51,51,31,23,19,27,1,-6,2033,18303,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
17608,101,51,51,19,43,31,7,-3,5,87,17608,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
19812,101,52,49,22,33,29,15,1,1,463,19812,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
17660,101,50,51,27,23,22,27,5,2,318,17923,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
18418,101,50,50,38,22,11,27,2,1,935,18418,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
17192,101,51,50,16,21,34,28,1,-5,1829,18422,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
15081,101,51,53,19,30,31,22,-2,-1,830,19356,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
19651,101,50,51,29,19,20,31,6,-3,1085,20356,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
18624,102,51,51,32,31,18,19,6,-1,2987,18624,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
14245,102,51,52,9,30,41,21,-8,-2,494,17732,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
18203,102,52,52,29,22,22,29,1,-1,1909,18203,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
16270,106,53,56,24,38,28,17,1,2,1038,19077,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
17829,106,55,53,20,18,34,34,-2,-5,978,18846,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
19883,106,53,54,20,34,32,19,-2,4,1241,19200,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
18203,106,54,52,30,36,23,15,-1,4,1056,18203,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
19393,106,54,53,23,33,30,19,1,-1,3089,19980,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
16380,107,52,56,22,18,29,37,-1,-1,2060,18717,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
18119,107,56,53,33,44,22,8,3,1,2076.9,18119,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17608,107,54,54,21,31,32,22,1,1,2467.7,17608,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
19812,107,55,53,22,23,32,29,-3,-1,1778.1,19812,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
15382,107,54,54,9,23,44,30,-11,12,1277,17732,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
17222,107,54,53,25,40,28,12,2,1,1507,22076,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18055,107,54,54,16,26,37,27,-3,-1,1750.7,18422,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16093,107,54,54,20,20,33,33,1,-1,1221,19356,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19503,107,53,53,31,29,21,23,1,-1,578.2,20356,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
20562,108,53,54,36,24,16,29,-1,1,1330.6,20562,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
19483,108,54,54,24,32,29,21,-1,1,2423.8,19077,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
19911,108,55,54,34,34,20,19,-1,1,2367.6,18303,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
20052,108,54,56,21,20,32,35,1,-3,1090.5,19200,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
17923,108,54,53,29,22,24,30,-2,-2,279.6,17923,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
18055,108,57,55,39,17,17,37,3,1,1175.2,18055,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
20698,108,54,55,19,24,34,30,1,13,1183.4,20328,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
18203,108,55,54,31,45,23,8,1,2,1610.3,18203,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
17608,109,55,55,22,21,32,33,2,1,2276.8,17608,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
19812,109,56,54,22,41,33,12,-4,2,1819.2,19812,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
19800,109,55,55,32,25,22,29,-1,-1,240,19800,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
19356,109,55,55,20,26,34,28,-1,-2,407.5,19356,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
21866,113,57,57,27,37,29,19,1,4,985.6,20917,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
