Y,X11_date,X1_G,X2_OG,X3_W,X4_OW,X5_L,X6_OL,X7_S,X8_OS,X9_D,X10_Sta,C1_DFri,C1_DSat,C1_DSun,C2_East,C3_OEast,C4_DATL,C4_DNW,C4_DP,C4_DSE,C4_DSW,C5_ODATL,C5_ODNW,C5_ODP,C5_ODSE,C5_ODSW
17233,113,57,55,29,33,27,21,-5,3,580.1,17923,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
20562,120,56,58,39,23,16,34,3,-1,464,20562,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
17608,120,58,57,24,25,33,31,-1,-1,1168.4,17608,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
17487,120,59,57,21,23,37,33,-1,-3,3032.3,18846,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
18470,120,58,59,23,40,34,18,2,-1,347,16867,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14913,120,58,57,27,24,30,32,1,-4,666.1,22076,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
19596,120,57,57,47,35,9,21,1,4,368,19596,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16064,121,56,58,25,35,30,22,3,1,1439,18717,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
21641,121,58,58,28,18,29,39,2,1,1755.6,20917,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19060,121,58,57,35,43,22,13,-1,2,1358.6,19060,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18122,121,57,58,32,25,24,32,-1,1,662.4,18118,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0
17143,121,58,57,25,9,32,47,-2,-14,1786.8,19155,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
17923,121,58,59,29,34,28,24,-6,-1,465.6,17923,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
19800,121,58,58,33,37,24,20,1,-1,550,19800,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
19277,121,57,56,21,34,35,21,-1,4,132.2,20328,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
18203,121,58,59,32,19,25,39,1,-2,1331.3,18203,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
15948,121,58,57,22,22,35,34,1,-2,939,19356,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20562,122,57,59,40,29,16,29,4,3,345.2,20562,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
19600,122,59,59,26,30,32,28,2,1,1195.4,19600,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
17608,122,59,58,25,24,33,33,1,-5,2682.2,17608,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
19812,122,59,58,23,22,35,35,-2,1,101.1,19812,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
18498,122,60,58,21,32,38,25,-2,-2,439.4,18846,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
20411,122,58,59,22,23,35,35,-3,-1,507.1,19200,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
18055,122,60,59,41,23,18,35,1,2,1179.8,18055,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
19596,122,58,58,48,9,9,48,2,-15,2915.9,19596,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
16051,123,57,59,25,18,31,40,-1,-1,1828.9,18717,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
19060,123,59,59,35,25,23,33,-2,1,2420.6,19060,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
18997,123,60,58,19,44,40,13,-3,3,1358.6,18997,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
18024,123,59,60,26,34,32,25,1,-2,1047.2,19155,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
20141,123,59,59,28,37,30,21,2,-2,717.9,22076,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
19800,123,59,58,34,24,24,33,2,1,2621,19800,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
18203,123,59,60,33,23,25,36,2,-2,707.9,18203,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
19648,123,57,59,34,36,22,22,-1,2,2083.5,20356,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
22253,127,61,61,30,50,30,10,-1,-1,2128.4,20917,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16572,127,61,61,18,26,42,34,-3,1,2089.7,18422,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
19875,127,60,61,24,35,35,25,-2,4,1909,19980,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16208,128,60,61,26,36,33,24,-2,-1,2060.4,18717,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
18877,128,61,60,34,41,26,18,2,-1,708.3,18118,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
19911,128,62,60,37,10,24,49,-2,1,2183,18303,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
18997,128,62,62,19,39,42,22,-5,1,2986.3,18997,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
17136,128,62,62,22,28,39,33,-1,1,234.2,18846,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0
19480,128,61,62,24,36,36,25,-1,2,455.9,19200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17669,128,62,60,24,46,37,13,1,5,536.7,16867,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18518,128,61,62,22,25,38,36,-3,1,100,20328,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
18055,128,62,62,19,35,42,26,1,-1,959,18422,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20356,128,60,62,36,36,23,25,2,-1,483.6,20356,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
16775,129,61,63,27,37,33,25,1,1,619.8,18717,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
22807,129,62,62,31,36,30,25,1,-2,2017,20917,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
19600,129,63,61,28,42,34,18,-1,1,1240.1,19600,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
14708,129,62,62,28,26,33,35,2,-1,1562.1,19155,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
18055,129,63,63,43,36,19,26,1,-1,568.7,18055,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
19523,129,62,62,23,29,38,32,1,-1,619.1,20328,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
18418,129,61,62,47,25,13,36,6,2,1247.5,18418,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
19638,129,61,61,25,10,35,50,1,-1,2904.4,19980,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
15366,130,62,62,34,31,27,30,-1,-1,533.6,18118,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
17608,130,62,63,25,38,36,24,-3,1,651.9,17608,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
19812,130,63,62,25,50,37,11,-1,-2,2906.7,19812,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
18997,130,63,63,19,24,43,38,-6,-1,1895.7,18997,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
20232,130,62,63,25,35,36,27,1,-2,204.9,19200,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
16790,130,63,63,20,40,42,22,2,2,2648.8,18422,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
19195,130,61,63,36,23,24,39,-1,1,846.7,20356,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0
16642,134,65,65,36,38,28,26,-3,-1,1798,18119,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
19421,134,65,63,31,42,33,20,-1,-2,205.9,22076,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17552,134,65,65,21,19,43,45,-1,-8,374.6,18422,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18203,134,65,64,35,50,29,13,-4,9,462.3,18203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19240,134,63,64,27,23,35,40,3,-2,2867.9,19980,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
16177,135,64,65,30,33,33,31,4,1,279.3,18717,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
21995,135,65,66,31,44,33,21,-3,-2,1085.5,20917,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
16078,135,65,65,35,38,29,26,1,1,950.8,18118,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
17444,135,65,66,28,24,36,41,-1,1,524.8,19077,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0
17608,135,65,64,25,39,39,24,-6,3,2736.3,17608,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
20022,135,64,64,27,11,36,52,3,-1,1558.1,19200,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
17147,135,65,66,29,41,35,24,-1,1,1971.4,19155,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
20412,135,64,65,26,52,37,12,1,-1,1966.6,19356,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
18717,136,65,65,31,27,33,37,5,2,336.8,18717,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
19060,136,66,65,39,23,26,41,1,-3,2716.5,19060,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
17523,136,66,66,36,36,29,29,-4,2,383.1,18119,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
19745,136,66,66,31,38,34,27,3,-1,1483.2,19600,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
18196,136,66,66,29,25,36,40,1,-2,714.3,19077,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
17608,136,66,66,25,30,40,35,-7,1,1168.4,17608,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
18846,136,67,64,24,42,42,21,-1,-3,1036.5,18846,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
20324,136,65,66,28,21,36,44,4,-2,1064,19200,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
19607,136,66,66,32,26,33,39,1,-1,653,22076,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
18418,136,65,66,50,52,14,13,-1,-2,1720.1,18418,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
18203,136,66,66,36,41,29,24,1,4,1188,18203,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
19482,136,64,65,28,40,35,24,4,4,2808.5,19980,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
18624,137,67,66,41,31,25,34,-1,-4,984.5,18624,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
18997,137,66,66,20,23,45,42,1,-4,2716.5,18997,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
17732,137,65,67,11,26,53,40,-2,-2,6.2,17732,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
17923,137,66,67,33,32,32,34,-1,4,1194,17923,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
18055,137,67,65,45,43,21,21,1,1,1296.5,18055,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
16664,137,67,65,22,28,44,36,1,-1,1335.7,18422,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
20562,141,67,69,44,43,22,25,1,2,1726,20562,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
17063,141,68,69,37,38,30,30,-1,2,384.1,18118,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
19812,141,69,67,27,12,41,54,1,-1,7.7,19812,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
14179,141,68,69,32,40,35,28,3,-2,1020.1,19155,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
19800,141,68,68,39,38,28,29,1,3,1284.6,19800,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
19596,141,68,69,53,24,14,44,1,-3,2873.6,19596,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
19600,142,69,68,33,28,35,39,1,-1,1791.3,19600,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
18997,142,69,68,20,33,48,34,-3,1,2058.5,18997,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
17732,142,68,69,13,43,54,25,1,2,218,17732,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
17972,142,69,69,27,47,41,21,-1,3,346.8,16867,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16541,142,69,69,33,39,35,29,-2,-1,241.5,22076,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
17642,142,68,68,24,29,43,38,-1,1,1462.8,20328,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
16880,142,69,70,22,24,46,45,-2,-4,2136.4,18422,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
20356,142,68,69,41,32,26,36,-2,-1,702.8,20356,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
21953,143,70,70,32,43,37,26,-2,-1,1395.2,20917,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
19379,143,70,68,40,45,29,22,-3,2,2346.5,19060,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
18119,143,70,68,39,52,30,15,3,-1,723.3,18119,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
16543,143,69,68,37,30,31,37,-2,1,2593.3,18118,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
19361,143,69,69,29,42,39,26,-3,1,400.7,19077,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
17512,143,69,70,33,47,35,22,4,-1,1032.3,19155,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
18203,143,69,69,39,27,29,41,4,2,1621,18203,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
19596,143,69,69,54,34,14,34,2,2,2172.8,19596,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
19600,144,70,69,34,31,35,37,2,2,3255,19600,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
18997,144,70,69,20,45,49,23,-4,-1,2346.5,18997,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
14045,144,69,69,13,29,55,39,-1,-1,1556.7,17732,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
16111,144,70,69,28,28,41,40,1,-2,1221.6,16867,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
19588,144,70,70,33,22,36,47,-3,-3,2028.9,22076,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
19800,144,70,69,40,35,29,33,1,1,536.4,19800,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
19446,144,69,70,25,44,43,25,1,3,312,20328,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
18418,144,69,70,52,27,16,42,-2,-1,1739,18418,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
19745,148,72,72,35,42,36,29,1,3,1483.2,19600,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
19703,148,71,73,30,43,40,29,-1,3,1437.7,19200,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
15141,148,71,72,14,22,56,49,1,-5,2426.5,17732,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
18418,148,71,72,54,40,16,31,2,-1,723.2,18418,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19020,148,71,72,32,27,38,44,-1,-3,2896.3,19980,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
16786,149,72,72,36,37,35,34,2,-5,811,18717,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
21558,149,73,72,34,26,38,45,1,-2,764.6,20917,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
18624,149,73,73,46,22,26,50,2,-6,2634.9,18624,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
19511,149,72,71,32,46,39,24,3,-1,516.2,19077,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
18997,149,72,71,20,28,51,42,-6,-4,1927.7,18997,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
18076,149,73,73,26,34,46,38,-1,-2,1191.5,18846,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
17923,149,72,72,36,34,35,37,-1,1,1083.7,17923,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
18055,149,72,72,49,30,22,41,2,3,346.8,18055,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19596,149,72,72,57,27,14,44,5,-3,87,19596,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
19616,149,72,72,43,15,28,56,1,2,229.4,20356,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
20562,150,72,73,47,44,24,28,1,2,375.7,20562,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
19060,150,74,73,43,44,30,28,-1,1,690.7,19060,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
19934,150,72,73,31,43,40,29,1,4,1417.1,19200,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
18418,150,72,73,55,27,16,45,3,-4,1819.8,18418,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
19580,150,72,72,33,28,38,43,1,-5,1727.5,19980,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
17669,151,73,74,37,34,35,39,3,-1,91,18717,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
18624,151,74,73,47,35,26,37,3,-1,1490.1,18624,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
19060,151,75,73,44,27,30,45,1,-4,384.4,19060,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
15921,151,73,73,37,15,35,57,-6,-1,863.7,18118,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
17292,151,73,74,32,22,40,51,-1,-7,2090.7,19077,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
18698,151,73,73,21,34,51,38,1,2,964.6,18997,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
19850,151,73,73,35,30,37,42,2,-1,1298.4,19155,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
16467,151,73,73,36,27,36,45,-2,1,648.3,17923,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
18055,151,73,72,50,41,22,30,3,1,446.2,18055,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
19596,151,73,73,58,40,14,32,6,-2,2076.5,19596,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
22282,155,75,74,35,47,39,26,1,-2,345.8,20917,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15804,155,76,75,34,16,41,58,-5,-1,661.1,22076,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
16736,155,76,77,22,45,53,31,-9,1,374.6,18422,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18179,155,74,75,29,21,44,53,1,-2,1930.3,19356,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20049,155,75,75,36,51,38,23,4,-1,2272.5,19980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18717,156,76,77,39,35,36,41,2,1,392.1,18717,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20562,156,75,76,47,28,27,47,-3,-1,435.1,20562,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
18624,156,76,76,48,27,27,48,-1,-2,1286.3,18624,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
17317,156,76,75,41,31,34,43,1,-3,456.2,18119,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
19600,156,76,76,37,28,38,47,2,-1,1276,19600,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
18353,156,76,75,34,35,41,39,1,-2,1562.6,19077,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
19911,156,76,76,46,46,29,29,2,-1,2087.2,18303,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
17304,156,76,76,32,29,43,46,1,-1,2274,16867,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
19800,156,76,76,45,37,30,38,-1,-2,536.4,19800,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
18203,156,75,75,43,57,31,17,2,-1,462.3,18203,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19596,156,76,76,61,51,14,24,9,-2,1914.3,19596,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22019,157,76,76,36,39,39,36,2,2,716.1,20917,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
19060,157,78,76,46,21,31,54,2,-3,0,19060,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
15976,157,76,77,16,27,59,49,-2,-3,1073.6,17732,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
18960,157,75,77,30,29,44,47,2,-2,1883,19356,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
18915,157,76,77,37,22,38,54,5,-10,1335,19980,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
18717,158,77,76,40,31,36,44,3,-4,1000.6,18717,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
20562,158,76,77,48,37,27,39,1,-3,315.1,20562,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
19600,158,77,76,37,35,39,40,-1,-3,2063.5,19600,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
19812,158,77,77,29,49,47,27,1,1,214.1,19812,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
18997,158,77,77,21,42,55,34,-4,2,1795.6,18997,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15040,158,77,77,17,39,59,37,1,-1,864.8,17732,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
18306,158,77,77,33,37,43,39,2,3,927.8,16867,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
19800,158,77,77,46,28,30,48,1,-2,501.3,19800,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
18418,158,76,77,58,47,17,29,1,3,1310.9,18418,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
17378,158,78,77,22,51,55,25,-11,-3,1177.2,18422,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
18203,158,76,77,43,35,32,41,-1,2,1091.9,18203,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
19596,158,77,77,62,46,14,30,10,-2,2820.1,19596,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
18688,162,78,79,39,50,38,28,-2,-1,1075,18118,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
19812,162,79,79,30,47,48,31,1,1,227,19812,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
18095,162,79,79,27,19,51,59,-5,3,1073,18846,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
17010,162,79,79,38,40,40,38,1,-2,279.6,17923,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15177,162,79,79,28,38,50,40,-4,-1,765,20328,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
19393,162,79,78,38,31,40,46,-2,-1,1727.5,19980,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
20562,163,79,79,51,40,27,38,4,1,707.8,20562,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
17631,163,80,80,42,30,37,49,-3,-1,1098.9,18119,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
19911,163,79,79,48,31,30,47,1,-2,1233.4,18303,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
18997,163,79,79,23,31,55,47,2,2,384.4,18997,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20133,163,79,79,32,60,46,18,-2,-1,286.9,19200,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16348,163,79,79,37,33,41,45,-1,-2,1298.4,19155,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19800,163,80,79,48,38,31,40,1,1,1483.8,19800,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
18055,163,79,79,53,35,25,43,2,-2,1331.6,18055,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18055,163,80,79,22,45,57,33,-13,2,959,18422,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
19407,164,80,80,36,50,43,29,-2,-2,838.5,19077,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
18846,164,80,80,28,39,51,40,1,2,972.6,18846,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
17732,164,80,80,19,39,60,40,-1,1,794.1,17732,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
16301,164,80,80,28,40,51,39,-5,-3,854.1,20328,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
18420,164,80,80,61,48,18,31,1,4,1358.1,18418,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
19865,164,80,80,39,49,40,30,1,2,764.1,19980,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
19596,164,80,80,65,33,14,46,13,-3,2258.3,19596,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
20365,164,80,80,48,38,31,41,2,-1,1050.5,20356,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
16521,165,81,80,43,36,37,43,1,1,774.1,18119,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
18835,165,80,80,41,51,38,28,2,-1,708.3,18118,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
17608,165,80,80,31,53,48,26,-1,-1,1932.8,17608,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
19812,165,81,81,30,49,50,31,-2,2,492.4,19812,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
18997,165,80,80,24,31,55,48,3,-3,1927.7,18997,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
19718,165,80,80,38,45,41,34,1,-1,677.6,19155,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
18055,165,81,80,23,32,57,47,1,-3,1064.1,18422,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1